LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
33791-5,"Calcium^5th specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --5th specimen post XXX challenge",mmol/L,2.09,false,"Calcium^5th specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
33792-3,"Calcium^6th specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --6th specimen post XXX challenge",mmol/L,2.09,false,"Calcium^6th specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
33794-9,"Calcium^8th specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --8th specimen post XXX challenge",mmol/L,2.09,false,"Calcium^8th specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
33795-6,"Calcium^9th specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --9th specimen post XXX challenge",mmol/L,2.09,false,"Calcium^9th specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
59148-7,"Calcium^post dialysis",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --post dialysis",mmol/L,2.32,false,"Calcium^post dialysis:SCnc:Pt:Ser/Plas:Qn:"
40064-8,"Calcium^pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --pre XXX challenge",mg/dL,2.15,false,"Calcium^pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40223-0,"Calcium^pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --pre XXX challenge",mmol/L,2.15,false,"Calcium^pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
81137-2,"Calcium intake",MRat,24H,^Patient,Qn,Estimated,IO_IN_SALTS+CALS,2.56,ACTIVE,2,Observation,,"mg/24 H","Calcium intake 24 hour Estimated",mg/(24.h),2.56,false,"Calcium intake:MRat:24H:^Patient:Qn:Estimated"
80975-6,"Calcium intake",MRat,24H,^Patient,Qn,Measured,IO_IN_SALTS+CALS,2.56,ACTIVE,2,Both,,"mg/24 H","Calcium intake 24 hour Measured",mg/(24.h),2.56,false,"Calcium intake:MRat:24H:^Patient:Qn:Measured"
9047-2,"Calcium intake",SRat,1H,^Patient,Qn,,IO_IN_SALTS+CALS,2.48,ACTIVE,2,,,mol/h,"Calcium intake 1 hour",mol/h,1.0i,false,"Calcium intake:SRat:1H:^Patient:Qn:"
9051-4,"Calcium intake",SRat,24H,^Patient,Qn,,IO_IN_SALTS+CALS,2.48,ACTIVE,2,,,"mol/24 H","Calcium intake [moles/time] in 24 hour",mol/(24.h),1.0i,false,"Calcium intake:SRat:24H:^Patient:Qn:"
36934-8,"Multisection for calcium score",Find,Pt,Chest>Heart,Doc,CT,RAD,2.61,DISCOURAGED,2,Both,,,"CT Heart for calcium scoring",,2.14,false,"Multisection for calcium score:Find:Pt:Chest>Heart:Doc:CT"
54367-8,Calcium.ionized,SCnc,Pt,BldCo,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Cord blood",mmol/L,2.27,false,Calcium.ionized:SCnc:Pt:BldCo:Qn:
41646-1,Calcium.ionized,SCnc,Pt,BldMV,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Mixed venous blood",mmol/L,2.16,false,Calcium.ionized:SCnc:Pt:BldMV:Qn:
46093-1,Calcium.ionized,SCnc,Pt,"Dial fld",Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Dialysis fluid",mmol/L,2.17,false,"Calcium.ionized:SCnc:Pt:Dial fld:Qn:"
16525-8,Calcium/Phosphate,MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Calcium/Phosphate [Mass Ratio] in Serum or Plasma",,1.0l,false,Calcium/Phosphate:MRto:Pt:Ser/Plas:Qn:
34907-6,"Calcium^^corrected for total protein",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] corrected for total protein in Serum or Plasma",mg/dL,2.11,false,"Calcium^^corrected for total protein:MCnc:Pt:Ser/Plas:Qn:"
35258-3,"Calcium^^corrected for total protein",MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Observation,,,"Calcium [Mass or Moles/volume] corrected for total protein in Serum or Plasma",,2.11,false,"Calcium^^corrected for total protein:MSCnc:Pt:Ser/Plas:Qn:"
18281-6,"Calcium^^corrected for total protein",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] corrected for total protein in Serum or Plasma",mmol/L,1.0l,false,"Calcium^^corrected for total protein:SCnc:Pt:Ser/Plas:Qn:"
16520-9,"Calcium^2nd specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --2nd specimen post XXX challenge",mmol/L,1.0l,false,"Calcium^2nd specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
2005-7,"Calcium^post 12H CFst",SRat,2H,Urine,Qn,,CHAL,2.40,ACTIVE,1,Both,,"mmol/24 H","Calcium [Moles/time] in 2 hour Urine --12 hours fasting",mmol/(24.h),1.0,false,"Calcium^post 12H CFst:SRat:2H:Urine:Qn:"
49935-0,"Calcium.ionized/Calcium.total^^corrected for albumin",MFr,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,%,"Calcium.ionized/Calcium.total corrected for albumin in Serum or Plasma",%,2.22,false,"Calcium.ionized/Calcium.total^^corrected for albumin:MFr:Pt:Ser/Plas:Qn:"
50179-1,"Calcitonin Calcium & Pentagastrin challenge panel",-,Pt,Ser/Plas,Qn,,PANEL.CHAL,2.42,ACTIVE,1,Order,,,"Calcitonin Calcium and Pentagastrin challenge panel - Serum or Plasma",,2.22,true,"Calcitonin Calcium & Pentagastrin challenge panel:-:Pt:Ser/Plas:Qn:"
63550-8,"Calcium magnesium phosphate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.70,ACTIVE,1,Both,,%,"Calcium magnesium phosphate/Total in Stone",%,2.38,false,"Calcium magnesium phosphate/Total:MFr:Pt:Calculus:Qn:"
49500-2,"Calcium oxalate dihydrate/Total",MFr,Pt,Calculus,Qn,"Infrared spectroscopy",CHEM,2.73,ACTIVE,1,Observation,,%,"Calcium oxalate dihydrate/Total in Stone by Infrared spectroscopy",%,2.22,false,"Calcium oxalate dihydrate/Total:MFr:Pt:Calculus:Qn:Infrared spectroscopy"
1993-5,"Calcium renal clearance",VRat,24H,Urine+Ser/Plas,Qn,,CHEM,2.66,ACTIVE,1,Both,,mL/min,"Calcium renal clearance in 24 hour Urine and Serum or Plasma",mL/min,1.0,false,"Calcium renal clearance:VRat:24H:Urine+Ser/Plas:Qn:"
1380-5,"Calcium/Phosphate parathyroid-challenge test",MRto,Pt,Ser,Qn,,CHAL,2.73,ACTIVE,1,Observation,,,"Calcium/Phosphate parathyroid-challenge test [Mass Ratio] in Serum",,1.0,false,"Calcium/Phosphate parathyroid-challenge test:MRto:Pt:Ser:Qn:"
16519-1,"Calcium^10M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge",mmol/L,1.0l,false,"Calcium^10M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40078-8,"Calcium^12H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --12 hours post XXX challenge",mg/dL,2.15,false,"Calcium^12H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40239-6,"Calcium^12H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --12 hours post XXX challenge",mmol/L,2.15,false,"Calcium^12H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40079-6,"Calcium^13H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --13 hours post XXX challenge",mg/dL,2.15,false,"Calcium^13H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40240-4,"Calcium^13H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --13 hours post XXX challenge",mmol/L,2.15,false,"Calcium^13H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40080-4,"Calcium^14H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --14 hours post XXX challenge",mg/dL,2.15,false,"Calcium^14H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40241-2,"Calcium^14H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --14 hours post XXX challenge",mmol/L,2.15,false,"Calcium^14H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40066-3,"Calcium^15M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --15 minutes pre XXX challenge",mg/dL,2.15,false,"Calcium^15M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40225-5,"Calcium^15M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --15 minutes pre XXX challenge",mmol/L,2.15,false,"Calcium^15M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40081-2,"Calcium^16H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --16 hours post XXX challenge",mg/dL,2.15,false,"Calcium^16H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40242-0,"Calcium^16H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --16 hours post XXX challenge",mmol/L,2.15,false,"Calcium^16H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40083-8,"Calcium^1D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1 day post XXX challenge",mg/dL,2.15,false,"Calcium^1D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40244-6,"Calcium^1D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --1 day post XXX challenge",mmol/L,2.15,false,"Calcium^1D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
33790-7,"Calcium^1st specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --1st specimen post XXX challenge",mmol/L,2.09,false,"Calcium^1st specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
40070-5,"Calcium^2.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^2.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40232-1,"Calcium^2.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^2.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40082-0,"Calcium^20H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --20 hours post XXX challenge",mg/dL,2.15,false,"Calcium^20H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40243-8,"Calcium^20H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --20 hours post XXX challenge",mmol/L,2.15,false,"Calcium^20H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40085-3,"Calcium^2D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2 days post XXX challenge",mg/dL,2.15,false,"Calcium^2D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40246-1,"Calcium^2D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --2 days post XXX challenge",mmol/L,2.15,false,"Calcium^2D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16271-9,"Calcium^30M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --30 minutes post XXX challenge",mg/dL,1.0l,false,"Calcium^30M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40227-1,"Calcium^30M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge",mmol/L,2.15,false,"Calcium^30M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40084-6,"Calcium^36H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --36 hours post XXX challenge",mg/dL,2.15,false,"Calcium^36H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40245-3,"Calcium^36H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --36 hours post XXX challenge",mmol/L,2.15,false,"Calcium^36H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40086-1,"Calcium^3D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --3 days post XXX challenge",mg/dL,2.15,false,"Calcium^3D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40247-9,"Calcium^3D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --3 days post XXX challenge",mmol/L,2.15,false,"Calcium^3D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40071-3,"Calcium^3H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --3 hours post XXX challenge",mg/dL,2.15,false,"Calcium^3H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40233-9,"Calcium^3H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --3 hours post XXX challenge",mmol/L,2.15,false,"Calcium^3H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27919-0,"Calcium^3rd specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --3rd specimen post XXX challenge",mg/dL,2.00,false,"Calcium^3rd specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40068-9,"Calcium^45M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --45 minutes post XXX challenge",mg/dL,2.15,false,"Calcium^45M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40228-9,"Calcium^45M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --45 minutes post XXX challenge",mmol/L,2.15,false,"Calcium^45M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40065-5,"Calcium^45M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --45 minutes pre XXX challenge",mg/dL,2.15,false,"Calcium^45M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40224-8,"Calcium^45M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --45 minutes pre XXX challenge",mmol/L,2.15,false,"Calcium^45M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40072-1,"Calcium^4H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --4 hours post XXX challenge",mg/dL,2.15,false,"Calcium^4H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40234-7,"Calcium^4H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --4 hours post XXX challenge",mmol/L,2.15,false,"Calcium^4H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27935-6,"Calcium^4th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --4th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^4th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40073-9,"Calcium^5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40235-4,"Calcium^5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16523-3,"Calcium^5M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge",mmol/L,1.0l,false,"Calcium^5M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27933-1,"Calcium^5th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --5th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^5th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40075-4,"Calcium^6.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --6.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^6.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40236-2,"Calcium^6.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --6.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^6.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40074-7,"Calcium^6H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --6 hours post XXX challenge",mg/dL,2.15,false,"Calcium^6H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
16524-1,"Calcium^6H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --6 hours post XXX challenge",mmol/L,1.0l,false,"Calcium^6H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27910-9,"Calcium^6th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --6th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^6th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40076-2,"Calcium^7.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --7.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^7.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40237-0,"Calcium^7.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --7.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^7.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
33793-1,"Calcium^7th specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --7th specimen post XXX challenge",mmol/L,2.09,false,"Calcium^7th specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
40077-0,"Calcium^8H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --8 hours post XXX challenge",mg/dL,2.15,false,"Calcium^8H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40238-8,"Calcium^8H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --8 hours post XXX challenge",mmol/L,2.15,false,"Calcium^8H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
38254-9,"Carbonated calcium phosphate",PrThr,Pt,Calculus,Ord,,CHEM,2.56,ACTIVE,1,Both,,,"Carbonated calcium phosphate [Presence] in Stone",,2.13,false,"Carbonated calcium phosphate:PrThr:Pt:Calculus:Ord:"
30073-1,"Voltage-gated calcium channel Ab",PrThr,Pt,Ser,Ord,,SERO,2.73,ACTIVE,1,Both,,,"Voltage-gated calcium channel Ab [Presence] in Serum",,2.04,false,"Voltage-gated calcium channel Ab:PrThr:Pt:Ser:Ord:"
59470-5,Calcium.ionized,MCnc,Pt,BldA,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Calcium.ionized [Mass/volume] in Arterial blood",mg/dL,2.34,false,Calcium.ionized:MCnc:Pt:BldA:Qn:
59471-3,Calcium.ionized,MCnc,Pt,BldV,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Calcium.ionized [Mass/volume] in Venous blood",mg/dL,2.34,false,Calcium.ionized:MCnc:Pt:BldV:Qn:
17863-2,Calcium.ionized,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Calcium.ionized [Mass/volume] in Serum or Plasma",mg/dL,1.0l,false,Calcium.ionized:MCnc:Pt:Ser/Plas:Qn:
42567-8,Calcium.ionized,MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Both,,,"Calcium.ionized [Mass or Moles/volume] in Serum or Plasma",,2.16,false,Calcium.ionized:MSCnc:Pt:Ser/Plas:Qn:
34581-9,Calcium.ionized,SCnc,Pt,BldA,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Arterial blood",mmol/L,2.10,false,Calcium.ionized:SCnc:Pt:BldA:Qn:
41644-6,Calcium.ionized,SCnc,Pt,BldC,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Capillary blood",mmol/L,2.16,false,Calcium.ionized:SCnc:Pt:BldC:Qn:
83064-6,Calcium.ionized,SCnc,Pt,BldCRRT,Qn,,CHEM,2.58,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Blood drawn from CRRT circuit",mmol/L,2.58,false,Calcium.ionized:SCnc:Pt:BldCRRT:Qn:
41645-3,Calcium.ionized,SCnc,Pt,BldV,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Venous blood",mmol/L,2.16,false,Calcium.ionized:SCnc:Pt:BldV:Qn:
1995-0,Calcium.ionized,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma",mmol/L,1.0,false,Calcium.ionized:SCnc:Pt:Ser/Plas:Qn:
86915-6,"Calcium goal",MCnc,Pt,Ser/Plas,Qn,,CLIN,2.63,ACTIVE,2,Both,,mg/dl,"Calcium goal [Mass/volume] Serum or Plasma",mg/dL,2.63,false,"Calcium goal:MCnc:Pt:Ser/Plas:Qn:"
50837-4,Calcium.ionized,SCnc,Pt,"Body fld",Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Body fluid",mmol/L,2.22,false,"Calcium.ionized:SCnc:Pt:Body fld:Qn:"
54439-5,"Calcium bilirubinate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.73,ACTIVE,1,Observation,,%,"Calcium bilirubinate/Total in Stone",%,2.27,false,"Calcium bilirubinate/Total:MFr:Pt:Calculus:Qn:"
81623-1,"Calcium oxalate",EngDiff,24H,Urine,Qn,,CHEM,2.56,ACTIVE,1,Both,,kJ/mol,"Calcium oxalate [Energy Difference] in 24 hour Urine",kJ/mol,2.56,false,"Calcium oxalate:EngDiff:24H:Urine:Qn:"
