Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
bilirubin in plasma,16270-1,calcium mass volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,mass concentration,mass volume,0.17649542
bilirubin in plasma,40229-7,calcium mole volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,substance concentration,mole volume,0.17460576
bilirubin in plasma,27909-1,calcium mass volume serum plasma 1st specimen post xxx challenge,calcium 1st specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.17421268
bilirubin in plasma,16272-7,calcium mass volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,mass concentration,mass volume,0.17478955
bilirubin in plasma,40231-3,calcium mole volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,substance concentration,mole volume,0.17392121
bilirubin in plasma,27916-6,calcium mass volume serum plasma 2nd specimen post xxx challenge,calcium 2nd specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.17491436
bilirubin in plasma,27913-3,calcium mass volume serum plasma 7th specimen post xxx challenge,calcium 7th specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.17866805
bilirubin in plasma,32159-6,carbonated calcium phosphate total stone,carbonated calcium phosphate total,calculus,mfr,,0.045399126
bilirubin in plasma,61513-8,many year take calcium alone combined something else bone health supplement antacid phenx,many take calcium alone combined something else bone health supplement antacid,patient,time,phenx,0.054843552
bilirubin in plasma,31024-3,voltage gated calcium channel ab mole volume serum,voltage gated calcium channel ab,serum,substance concentration,mole volume,0.08611683
bilirubin in plasma,12724-1,voltage gated calcium channel igg ab unit volume serum,voltage gated calcium channel ab igg,serum,amount concentration,unit volume,0.09279566
bilirubin in plasma,41261-9,voltage gated calcium channel igg ab presence serum,voltage gated calcium channel ab igg,serum,prthr,presence,0.069922075
bilirubin in plasma,41201-5,voltage gated calcium channel igg ab mole volume serum,voltage gated calcium channel ab igg,serum,substance concentration,mole volume,0.086569645
bilirubin in plasma,105053-3,calcium oxalate crystal presence urine sediment microscopy,calcium oxalate crystal,urine sed,prthr,presence,0.05087775
bilirubin in plasma,13959-2,calcium ionized mole volume serum plasma calculation,calcium ionized,serum plasma,substance concentration,mole volume,0.19317302
bilirubin in plasma,61458-6,deprecated phenx measure calcium intake,phenx measure calcium intake,patient,,,0.049442843
bilirubin in plasma,32156-2,calcium carbonate total stone,calcium carbonate total,calculus,mfr,,0.03931705
bilirubin in plasma,38251-5,calcium oxalate mass time 24 hour urine,calcium oxalate,urine,mrat,mass time,0.045821898
bilirubin in plasma,105897-3,calcium oxalate crystal area urine,calcium oxalate crystal,urine,naric,area,0.053380948
bilirubin in plasma,32157-0,calcium oxalate total stone,calcium oxalate total,calculus,mfr,,0.045425374
bilirubin in plasma,50676-6,calcium phosphorus product panel serum plasma,calcium phosphorus product panel,serum plasma,,,0.16957243
bilirubin in plasma,47596-2,calcium ionized mole volume blood ion selective membrane electrode ise,calcium ionized,blood,substance concentration,mole volume,0.08811354
bilirubin in plasma,53088-1,calcium ionized mole volume nonbiological fluid ion selective membrane electrode ise,calcium ionized,flu nonbiological,substance concentration,mole volume,0.07261031
bilirubin in plasma,47598-8,calcium ionized mole volume adjusted ph 7 4 blood,calcium ionized adjusted ph 7 4,blood,substance concentration,mole volume,0.08979841
bilirubin in plasma,54366-0,calcium ionized mole volume adjusted ph 7 4 cord blood,calcium ionized adjusted ph 7 4,coord blood,substance concentration,mole volume,0.08983143
bilirubin in plasma,53087-3,calcium ionized mole volume adjusted ph 7 4 nonbiological fluid,calcium ionized adjusted ph 7 4,flu nonbiological,substance concentration,mole volume,0.07478005
bilirubin in plasma,40069-7,calcium mass volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,mass concentration,mass volume,0.17424287
bilirubin in plasma,40230-5,calcium mole volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,substance concentration,mole volume,0.17281355
bilirubin in plasma,33979-6,voltage gated calcium channel n type binding ab mole volume serum,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,0.09559434
bilirubin in plasma,105896-5,calcium oxalate crystal area urine sediment,calcium oxalate crystal,urine sed,naric,area,0.053661298
bilirubin in plasma,34736-9,calcium oxalate index 24 hour urine,calcium oxalate index,urine,ratio,,0.04979689
bilirubin in plasma,38252-3,calcium oxalate monohydrate total stone,calcium oxalate monohydrate total,calculus,mfr,,0.047639035
bilirubin in plasma,32137-2,calcium phosphate total stone,calcium phosphate total,calculus,mfr,,0.046853375
bilirubin in plasma,36935-5,ct heart calcium scoring w contrast iv,multisection calcium score w contrast iv,chest heart,find,,0.021089047
bilirubin in plasma,47275-3,s100 calcium binding protein b mass volume serum,s100 calcium binding protein b,serum,mass concentration,mass volume,0.07771569
bilirubin in plasma,17864-0,calcium ionized mass volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,mass concentration,mass volume,0.1905587
bilirubin in plasma,12180-6,calcium ionized mole volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,substance concentration,mole volume,0.18719912
bilirubin in plasma,53138-4,calcium ionized mole volume adjusted ph 7 4 arterial blood,calcium ionized adjusted ph 7 4,blood group a,substance concentration,mole volume,0.0843316
bilirubin in plasma,53139-2,calcium ionized mole volume adjusted ph 7 4 capillary blood,calcium ionized adjusted ph 7 4,bldc,substance concentration,mole volume,0.074653514
bilirubin in plasma,53140-0,calcium ionized mole volume adjusted ph 7 4 venous blood,calcium ionized adjusted ph 7 4,blood group v,substance concentration,mole volume,0.0866193
bilirubin in plasma,50838-2,calcium ionized mole volume adjusted ph 7 4 body fluid,calcium ionized adjusted ph 7 4,body fluid,substance concentration,mole volume,0.08449495
bilirubin in plasma,19072-8,calcium ionized mole volume adjusted ph 7 4 serum plasma,calcium ionized adjusted ph 7 4,serum plasma,substance concentration,mole volume,0.18796232
bilirubin in plasma,33980-4,voltage gated calcium channel p q type binding ab mole volume serum,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,0.09152942
bilirubin in plasma,10746-6,calcium microscopic observation identifier tissue von kossa stain,calcium microscopic observation,tissue,prid,identifier,0.046159025
bilirubin in plasma,34471-3,calcium bilirubinate crystal presence bile fluid light microscopy,calcium bilirubinate crystal,bil fluid,prthr,presence,0.4418736
bilirubin in plasma,16261-0,calcium bilirubinate crystal presence stone infrared spectroscopy,calcium bilirubinate crystal,calculus,prthr,presence,0.40736574
bilirubin in plasma,38993-2,calcium oxalate dihydrate crystal presence urine sediment,calcium oxalate dihydrate crystal,urine sed,prthr,presence,0.05099558
bilirubin in plasma,5776-0,calcium sulfate crystal presence urine sediment light microscopy,calcium sulfate crystal,urine sed,prthr,presence,0.054124337
bilirubin in plasma,47719-0,parathyrin mass volume serum plasma pre dose calcium,parathyrin pre dose calcium,serum plasma,mass concentration,mass volume,0.16696852
bilirubin in plasma,99411-1,voltage gated calcium channel ab mole volume cerebral spinal fluid immunoassay,voltage gated calcium channel ab,cerebrospinal fluid,substance concentration,mole volume,0.07685391
bilirubin in plasma,94704-4,voltage gated calcium channel n type binding ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,0.08767115
bilirubin in plasma,16512-6,calcium ionized mole volume serum plasma 2nd specimen post xxx challenge,calcium ionized 2nd specimen post xxx challenge,serum plasma,substance concentration,mole volume,0.17475826
bilirubin in plasma,16513-4,calcium ionized mole volume serum plasma 3rd specimen post xxx challenge,calcium ionized 3rd specimen post xxx challenge,serum plasma,substance concentration,mole volume,0.17444952
bilirubin in plasma,16514-2,calcium ionized mole volume serum plasma 4th specimen post xxx challenge,calcium ionized 4th specimen post xxx challenge,serum plasma,substance concentration,mole volume,0.17375317
bilirubin in plasma,16515-9,calcium ionized mole volume serum plasma 5th specimen post xxx challenge,calcium ionized 5th specimen post xxx challenge,serum plasma,substance concentration,mole volume,0.17397447
bilirubin in plasma,16516-7,calcium ionized mole volume serum plasma 6th specimen post xxx challenge,calcium ionized 6th specimen post xxx challenge,serum plasma,substance concentration,mole volume,0.1755777
bilirubin in plasma,53312-5,calcium carbonate crystal area urine computer assisted method,calcium carbonate crystal,urine,naric,area,0.05264633
bilirubin in plasma,16267-7,calcium carbonate crystal presence stone infrared spectroscopy,calcium carbonate crystal,calculus,prthr,presence,0.050760955
bilirubin in plasma,33241-1,calcium carbonate crystal presence urine computer assisted method,calcium carbonate crystal,urine,prthr,presence,0.048953764
bilirubin in plasma,5773-7,calcium carbonate crystal presence urine sediment light microscopy,calcium carbonate crystal,urine sed,prthr,presence,0.05379246
bilirubin in plasma,40999-5,calcium hydrogen phosphate dihydrate mass time 24 hour urine,calcium hydrogen phosphate dihydrate,urine,mrat,mass time,0.04464731
bilirubin in plasma,101932-2,calcium hydrogen phosphate dihydrate crystal energy difference urine,calcium hydrogen phosphate dihydrate crystal,urine,engdiff,energy difference,0.069029085
bilirubin in plasma,40615-7,deprecated calcium oxalate crystal presence urine sediment microscopy low power field,calcium oxalate crystal,urine sed,amount concentration,presence,0.060863886
bilirubin in plasma,53306-7,calcium oxalate crystal area urine computer assisted method,calcium oxalate crystal,urine,naric,area,0.05306551
bilirubin in plasma,25148-8,calcium oxalate crystal area urine sediment microscopy high power field,calcium oxalate crystal,urine sed,naric,area,0.066267155
bilirubin in plasma,53131-9,calcium oxalate crystal area urine sediment microscopy low power field,calcium oxalate crystal,urine sed,naric,area,0.06314026
bilirubin in plasma,33234-6,calcium oxalate crystal presence urine computer assisted method,calcium oxalate crystal,urine,prthr,presence,0.05102818
bilirubin in plasma,5774-5,calcium oxalate crystal presence urine sediment light microscopy,calcium oxalate crystal,urine sed,prthr,presence,0.054919805
bilirubin in plasma,16263-6,calcium oxalate dihydrate crystal presence stone infrared spectroscopy,calcium oxalate dihydrate crystal,calculus,prthr,presence,0.054733943
bilirubin in plasma,49501-0,calcium oxalate monohydrate total stone infrared spectroscopy,calcium oxalate monohydrate total,calculus,mfr,,0.05628841
bilirubin in plasma,25150-4,calcium sulfate crystal area urine sediment microscopy high power field,calcium sulfate crystal,urine sed,naric,area,0.06580895
bilirubin in plasma,70219-1,basic metabolic 2008 panel ionized calcium serum plasma,basic metabolic 2008 panel ionized calcium,serum plasma,,,0.1650337
bilirubin in plasma,79087-3,ct heart coronary artery calcium scoring wo contrast,multisection calcium score wo contrast,chest heart coronary artery,find,,0.020525306
bilirubin in plasma,100795-4,s100 calcium binding protein b mass volume body fluid,s100 calcium binding protein b,body fluid,mass concentration,mass volume,0.065862134
bilirubin in plasma,47274-6,s100 calcium binding protein b mass volume cerebral spinal fluid,s100 calcium binding protein b,cerebrospinal fluid,mass concentration,mass volume,0.063734114
bilirubin in plasma,83114-9,s100 calcium binding protein b mass volume serum immunoassay,s100 calcium binding protein b,serum,mass concentration,mass volume,0.070831716
bilirubin in plasma,105269-5,fractional excretion calcium ratio urine serum plasma collected unspecified duration,fractional excretion calcium,urine serum plasma,ratio,ratio,0.1729222
bilirubin in plasma,61512-0,often take calcium alone combined something else bone health supplement antacid phenx,often take calcium alone combined something else bone health supplement antacid,patient,find,phenx,0.049294136
bilirubin in plasma,24346-9,parathyrin intact calcium panel serum plasma,parathyrin intact calcium panel,serum plasma,,,0.15638556
bilirubin in plasma,24347-7,parathyrin mid molecule calcium panel serum plasma,parathyrin mid molecule calcium panel,serum plasma,,,0.15873031
bilirubin in plasma,47718-2,parathyrin mass volume serum plasma 4 hour post dose calcium,parathyrin 4h post dose calcium,serum plasma,mass concentration,mass volume,0.16767828
bilirubin in plasma,45190-6,casr gene mutation found identifier blood tissue molecular genetics method nominal,casr gene targeted mutation analysis,blood tissue,prid,identifier,0.04909487
bilirubin in plasma,101976-9,voltage gated calcium channel p q type binding ab mass volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,mass concentration,mass volume,0.08473828
bilirubin in plasma,94705-1,voltage gated calcium channel p q type binding ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,0.08494721
bilirubin in plasma,59472-1,calcium ionized mass volume adjusted ph 7 4 arterial blood ion selective membrane electrode ise,calcium ionized adjusted ph 7 4,blood group a,mass concentration,mass volume,0.09440932
bilirubin in plasma,59473-9,calcium ionized mass volume adjusted ph 7 4 venous blood ion selective membrane electrode ise,calcium ionized adjusted ph 7 4,blood group v,mass concentration,mass volume,0.09413878
bilirubin in plasma,57333-7,calcium ionized mass volume adjusted ph 7 4 serum plasma ion selective membrane electrode ise,calcium ionized adjusted ph 7 4,serum plasma,mass concentration,mass volume,0.1888308
bilirubin in plasma,16517-5,calcium ionized mole volume serum plasma 7th specimen post xxx challenge,calcium ionized 7th specimen post xxx challenge,serum plasma,substance concentration,mole volume,0.1772571
bilirubin in plasma,57566-2,25 hydroxyvitamin d3 mole volume serum plasma pre dose calcium,calcidiol pre dose calcium,serum plasma,substance concentration,mole volume,0.17517626
bilirubin in plasma,57467-3,calcitriol mass volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,mass concentration,mass volume,0.173499
bilirubin in plasma,57468-1,calcitriol mole volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,substance concentration,mole volume,0.1818982
bilirubin in plasma,25147-0,calcium carbonate crystal area urine sediment microscopy high power field,calcium carbonate crystal,urine sed,naric,area,0.065012306
bilirubin in plasma,45389-4,calcium carbonate crystal area urine sediment microscopy low power field,calcium carbonate crystal,urine sed,naric,area,0.06351282
bilirubin in plasma,53302-6,calcium carbonate crystal volume urine computer assisted method,calcium carbonate crystal,urine,number concentration,volume,0.071979575
bilirubin in plasma,16266-9,calcium hydrogen phosphate crystal presence stone infrared spectroscopy,calcium hydrogen phosphate crystal,calculus,prthr,presence,0.054767095
bilirubin in plasma,42673-4,calcium hydrogen phosphate dihydrate saturation fraction 24 hour urine,calcium hydrogen phosphate dihydrate,urine,satfr,saturation fraction,0.06278435
bilirubin in plasma,40998-7,calcium hydrogen phosphate dihydrate total stone,calcium hydrogen phosphate dihydrate total,calculus,mfr,,0.04259907
bilirubin in plasma,53296-0,calcium oxalate crystal volume urine computer assisted method,calcium oxalate crystal,urine,number concentration,volume,0.07433538
bilirubin in plasma,99898-9,calcium oxalate dihydrate crystal area urine sediment computer assisted method,calcium oxalate dihydrate crystal,urine sed,naric,area,0.056690115
bilirubin in plasma,59278-2,calcium oxalate dihydrate crystal presence stone x ray diffraction,calcium oxalate dihydrate crystal,calculus,prthr,presence,0.047623564
bilirubin in plasma,99897-1,calcium oxalate dihydrate crystal presence urine sediment computer assisted method,calcium oxalate dihydrate crystal,urine sed,prthr,presence,0.05005127
bilirubin in plasma,99895-5,calcium oxalate monohydrate crystal area urine sediment computer assisted method,calcium oxalate monohydrate crystal,urine sed,naric,area,0.05833285
bilirubin in plasma,16264-4,calcium oxalate monohydrate crystal presence stone infrared spectroscopy,calcium oxalate monohydrate crystal,calculus,prthr,presence,0.053117797
bilirubin in plasma,99894-8,calcium oxalate monohydrate crystal presence urine sediment computer assisted method,calcium oxalate monohydrate crystal,urine sed,prthr,presence,0.050417956
bilirubin in plasma,53309-1,calcium phosphate crystal area urine computer assisted method,calcium phosphate crystal,urine,naric,area,0.05529119
bilirubin in plasma,25149-6,calcium phosphate crystal area urine sediment microscopy high power field,calcium phosphate crystal,urine sed,naric,area,0.0696967
bilirubin in plasma,45388-6,calcium phosphate crystal area urine sediment microscopy low power field,calcium phosphate crystal,urine sed,naric,area,0.06888777
bilirubin in plasma,16268-5,calcium phosphate crystal presence stone infrared spectroscopy,calcium phosphate crystal,calculus,prthr,presence,0.05484756
bilirubin in plasma,33235-3,calcium phosphate crystal presence urine computer assisted method,calcium phosphate crystal,urine,prthr,presence,0.053767458
bilirubin in plasma,5775-2,calcium phosphate crystal presence urine sediment light microscopy,calcium phosphate crystal,urine sed,prthr,presence,0.058524862
bilirubin in plasma,55178-8,calcium phosphate crystal presence specimen light microscopy,calcium phosphate crystal,xxx,prthr,presence,0.050308622
bilirubin in plasma,82736-0,calcium calmodulin dependent protein kinase ii activity actual normal serum,calcium calmodulin dependent protein kinase ii activity actual normal,serum,relccnc,,0.07614105
bilirubin in plasma,47717-4,parathyrin mass volume serum plasma 2 hour post dose calcium,parathyrin 2h post dose calcium,serum plasma,mass concentration,mass volume,0.16578503
bilirubin in plasma,5994-9,platelet aggregation calcium ionophore induced platelet rich plasma,platelet aggregation calcium ionophore induced,prp,relacnc,,0.053656466
bilirubin in plasma,82534-9,casr gene full mutation analysis blood tissue sequencing,casr gene full mutation analysis,blood tissue,find,,0.043575566
bilirubin in plasma,1379-7,calcitonin mass volume serum plasma pre 2 4 mg kg calcium short iv,calcitonin pre 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,0.17208777
bilirubin in plasma,57472-3,calcitriol mass volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,mass concentration,mass volume,0.17279062
bilirubin in plasma,57471-5,calcitriol mole volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,substance concentration,mole volume,0.18016733
bilirubin in plasma,5772-9,calcium carbonate crystal presence synovial fluid light microscopy,calcium carbonate crystal,synv fluid,prthr,presence,0.06171675
bilirubin in plasma,99899-7,calcium oxalate dihydrate crystal volume urine sediment computer assisted method,calcium oxalate dihydrate crystal,urine sed,number concentration,volume,0.07356844
bilirubin in plasma,99896-3,calcium oxalate monohydrate crystal volume urine sediment computer assisted method,calcium oxalate monohydrate crystal,urine sed,number concentration,volume,0.07450529
bilirubin in plasma,53299-4,calcium phosphate crystal volume urine computer assisted method,calcium phosphate crystal,urine,number concentration,volume,0.075759165
bilirubin in plasma,94348-0,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab igg igm,serum,substance concentration,mole volume,0.081453495
bilirubin in plasma,94349-8,voltage gated calcium channel p q type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab igg igm,serum,substance concentration,mole volume,0.07822652
bilirubin in plasma,57567-0,25 hydroxyvitamin d3 mole volume serum plasma 2 hour post dose calcium,calcidiol 2h post dose calcium,serum plasma,substance concentration,mole volume,0.17498031
bilirubin in plasma,57568-8,25 hydroxyvitamin d3 mole volume serum plasma 3 hour post dose calcium,calcidiol 3h post dose calcium,serum plasma,substance concentration,mole volume,0.1741602
bilirubin in plasma,1373-0,calcitonin mass volume serum plasma 10 minute post 2 4 mg kg calcium short iv,calcitonin 10m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,0.17230852
bilirubin in plasma,1374-8,calcitonin mass volume serum plasma 3 hour post 15 mg kg calcium gluconate iv,calcitonin 3h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,0.1720154
bilirubin in plasma,1375-5,calcitonin mass volume serum plasma 4 hour post 15 mg kg calcium gluconate iv,calcitonin 4h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,0.17177524
bilirubin in plasma,1377-1,calcitonin mass volume serum plasma 5 minute post 2 4 mg kg calcium short iv,calcitonin 5m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,0.17142417
bilirubin in plasma,50184-1,calcitonin mass volume serum plasma pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,0.16843022
bilirubin in plasma,57474-9,calcitriol mass volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,mass concentration,mass volume,0.17038627
bilirubin in plasma,57473-1,calcitriol mole volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,substance concentration,mole volume,0.18042731
bilirubin in plasma,57470-7,calcitriol mass volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,mass concentration,mass volume,0.1722664
bilirubin in plasma,57469-9,calcitriol mole volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,substance concentration,mole volume,0.17932649
bilirubin in plasma,59276-6,calcium hydrogen phosphate dihydrate crystal presence stone x ray diffraction,calcium hydrogen phosphate dihydrate crystal,calculus,prthr,presence,0.04919164
bilirubin in plasma,12512-0,calcium hydrogen phosphate dihydrate crystal presence urine sediment light microscopy,calcium hydrogen phosphate dihydrate crystal,urine sed,prthr,presence,0.06159346
bilirubin in plasma,57569-6,25 hydroxyvitamin d3 mole volume serum plasma 1 hour post dose calcium,calcidiol 1h post dose calcium,serum plasma,substance concentration,mole volume,0.17396604
bilirubin in plasma,50180-9,calcitonin mass volume serum plasma 10 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 10m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,0.1678314
bilirubin in plasma,50183-3,calcitonin mass volume serum plasma 1 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 1m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,0.1681445
bilirubin in plasma,50182-5,calcitonin mass volume serum plasma 2 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 2m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,0.16819097
bilirubin in plasma,50181-7,calcitonin mass volume serum plasma 5 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 5m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,0.16761431
bilirubin in plasma,24819-5,deprecated liver spleen nm w tc 99m calcium colloid iv,view w tc 99m calcium colloid iv,abdomen liver spleen,find,,0.042308427
bilirubin in plasma,89927-8,ct heart aortic root wo contrast calcium scoring cta w contrast iv,multisection calcium score wo contrast multisection w contrast iv,chest heart aortic root,find,,0.032374024
bilirubin in plasma,83289-9,ct calcium scoring wo contrast cta w contrast iv heart coronary artery,multisection calcium score wo contrast multisection w contrast iv,chest heart coronary artery,find,,0.029171916
bilirubin in plasma,21641-6,cacna1s gene mutation found identifier blood tissue molecular genetics method nominal,cacna1s gene targeted mutation analysis,blood tissue,prid,identifier,0.045463983
bilirubin in plasma,21642-4,cacna1s gene p arg1239gly presence blood tissue molecular genetics method,cacna1s gene p arg1239gly,blood tissue,prthr,presence,0.05163212
bilirubin in plasma,21643-2,cacna1s gene p arg1239his presence blood tissue molecular genetics method,cacna1s gene p arg1239his,blood tissue,prthr,presence,0.050863937
bilirubin in plasma,21644-0,cacna1s gene p arg528his presence blood tissue molecular genetics method,cacna1s gene p arg528his,blood tissue,prthr,presence,0.05603389
bilirubin in plasma,21645-7,cacna1s gene mutation tested blood tissue molecular genetics method nominal,cacna1s gene mutation tested,blood tissue,prid,,0.052633345
bilirubin in plasma,101736-7,calcium hydrogen phosphate dihydrate chpd 24 hour urine,brushite crystal,urine,engdiff,,0.07157939
bilirubin in plasma,3242-5,recalcification time platelet poor plasma coagulation assay,coagulation calcium ion induced,ppp,time,,0.07474613
bilirubin in plasma,25377-3,recalcification time control platelet poor plasma coagulation assay,coagulation calcium ion induced,ppp control,time,,0.07708923
bilirubin in plasma,90422-7,taci cell cell cd19 blood,cell taci cell cd19,blood,nfr,,0.0568938
bilirubin in plasma,104294-4,cdh1 gene rearrangement interpretation blood tissue molecular genetics method narrative,cdh1 gene rearrangement,blood tissue,imp,interpretation,0.05151802
bilirubin in plasma,44420-8,cacna1a gene targeted mutation analysis blood tissue molecular genetics method,cacna1a gene targeted mutation analysis,blood tissue,find,,0.044116445
bilirubin in plasma,21755-4,cacna1a gene cag repeat presence blood tissue molecular genetics method,cacna1a gene cag repeat,blood tissue,prthr,presence,0.04637687
bilirubin in plasma,41748-5,capn3 gene targeted mutation analysis blood tissue molecular genetics method,capn3 gene targeted mutation analysis,blood tissue,find,,0.04946736
bilirubin in plasma,45191-4,capn3 gene mutation found identifier blood tissue molecular genetics method nominal,capn3 gene targeted mutation analysis,blood tissue,prid,identifier,0.05368803
bilirubin in plasma,96973-3,cdh1 gene deletion duplication mutation analysis identifier blood tissue molecular genetics method nominal,cdh1 gene deletion duplication,blood tissue,prid,identifier,0.04578543
bilirubin in plasma,21653-1,cdh1 gene mutation tested blood tissue molecular genetics method nominal,cdh1 gene mutation tested,blood tissue,prid,,0.048912738
bilirubin in plasma,21652-3,cdh1 gene mutation found identifier blood tissue molecular genetics method nominal,cdh1 gene targeted mutation analysis,blood tissue,prid,identifier,0.042897932
bilirubin in plasma,49649-7,cacna1a gene allele 1 cag repeat entitic number blood tissue molecular genetics method,cacna1a gene allele 1 cag repeat,blood tissue,entnum,entitic number,0.053520262
bilirubin in plasma,49650-5,cacna1a gene allele 2 cag repeat entitic number blood tissue molecular genetics method,cacna1a gene allele 2 cag repeat,blood tissue,entnum,entitic number,0.056837644
bilirubin in plasma,94240-9,cdh1 gene deletion duplication full mutation analysis blood tissue molecular genetics method,cdh1 gene deletion duplication full mutation analysis,blood tissue,find,,0.03987554
bilirubin in plasma,2753-2,ph serum plasma,ph,serum plasma,lscnc,,0.18311091
bilirubin in plasma,46963-5,tube number serum plasma blood,tube number,serum plasma blood,id,,0.16956261
bilirubin in plasma,77136-0,urea mole volume serum plasma blood,urea,serum plasma blood,substance concentration,mole volume,0.20066832
bilirubin in plasma,15176-1,cryoproteins identified serum plasma,cryoproteins,serum plasma,prid,,0.17972162
bilirubin in plasma,40860-9,cytokine presence serum plasma,cytokine,serum plasma,prthr,presence,0.16737388
bilirubin in plasma,32619-9,biotinidase presence serum plasma,biotinidase,serum plasma,prthr,presence,0.17249079
bilirubin in plasma,2692-2,osmolality serum plasma,observation,serum plasma,osmol,,0.18093365
bilirubin in plasma,20395-0,sample integrity type serum plasma,sample integrity,serum plasma,type,type,0.15668014
bilirubin in plasma,55453-5,deprecated haptoglobin serum plasma,haptoglobin,serum plasma,,,0.18686344
bilirubin in plasma,100898-6,lipid panel serum plasma,lipid panel,serum plasma,,,0.16018242
bilirubin in plasma,3065-0,trypsinogen presence serum plasma,trypsinogen,serum plasma,prthr,presence,0.16306467
bilirubin in plasma,33805-3,fructosamine mass volume serum plasma,fructosamine,serum plasma,mass concentration,mass volume,0.17690963
bilirubin in plasma,95920-5,galantamine mass volume serum plasma blood,galantamine,serum plasma blood,mass concentration,mass volume,0.18322985
bilirubin in plasma,77138-6,chloride mole volume serum plasma blood,chloride,serum plasma blood,substance concentration,mole volume,0.20860256
bilirubin in plasma,48620-9,cholesterol mass volume serum plasma ultracentrifugate,cholesterol,serum plasma ultracentrifugate,mass concentration,mass volume,0.18546492
bilirubin in plasma,77139-4,sodium mole volume serum plasma blood,sodium,serum plasma blood,substance concentration,mole volume,0.19563761
bilirubin in plasma,27351-6,pantothenate presence serum plasma blood,pantothenate,serum plasma blood,prthr,presence,0.17599024
bilirubin in plasma,77142-8,potassium mole volume serum plasma blood,potassium,serum plasma blood,substance concentration,mole volume,0.20780736
bilirubin in plasma,32046-5,pregnancy associated plasma protein unit volume serum plasma,pregnancy associated plasma protein,serum plasma,amount concentration,unit volume,0.19706368
bilirubin in plasma,48407-1,pregnancy associated plasma protein mass volume serum plasma,pregnancy associated plasma protein,serum plasma,mass concentration,mass volume,0.19383995
bilirubin in plasma,32123-2,pregnancy associated plasma protein multiple median serum plasma,pregnancy associated plasma protein,serum plasma,mom,multiple median,0.18158263
bilirubin in plasma,76348-2,pregnancy associated plasma protein multiple median adjusted serum plasma,pregnancy associated plasma protein adjusted,serum plasma,mom,multiple median,0.18138102
bilirubin in plasma,15069-8,fructosamine mole volume serum plasma,fructosamine,serum plasma,substance concentration,mole volume,0.1780255
bilirubin in plasma,53550-0,fructosamine protein ratio serum plasma,fructosamine protein,serum plasma,ratio,ratio,0.1683939
