Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,23904-6,monocyte macrophage leukocyte cerebral spinal fluid manual count,monocyte macrophage leukocyte,cerebrospinal fluid,nfr,,0.047997046
glucose in blood,32027-5,monocyte macrophage leukocyte pericardial fluid manual count,monocyte macrophage leukocyte,pericard fluid,nfr,,0.044924237
glucose in blood,32029-1,monocyte macrophage leukocyte peritoneal fluid manual count,monocyte macrophage leukocyte,periton fluid,nfr,,0.050605923
glucose in blood,32028-3,monocyte macrophage leukocyte pleural fluid manual count,monocyte macrophage leukocyte,plr fluid,nfr,,0.046593133
glucose in blood,23903-8,monocyte macrophage leukocyte specimen manual count,monocyte macrophage leukocyte,xxx,nfr,,0.046656214
glucose in blood,53286-1,wbc cast volume urine computer assisted method,leukocyte cast,urine,number concentration,volume,0.051403694
glucose in blood,107174-5,wbc cast volume urine sediment computer assisted method,leukocyte cast,urine sed,number concentration,volume,0.05123572
glucose in blood,63555-7,leukocyte volume microscopy high power field urine sediment collected unspecified duration,leukocyte,urine sed,number concentration,volume,0.07822652
glucose in blood,59829-2,leukocyte 3 hour urine sediment light microscopy,leukocyte,urine sed,nrat,,0.08045883
glucose in blood,13524-4,leukocyte leukocyte body fluid manual count,leukocyte leukocyte,body fluid,nfr,,0.068370335
glucose in blood,13523-6,leukocyte leukocyte cerebral spinal fluid manual count,leukocyte leukocyte,cerebrospinal fluid,nfr,,0.05589478
glucose in blood,40535-7,leukocyte leukocyte peritoneal dialysis fluid manual count,leukocyte leukocyte,dial fluid prt,nfr,,0.057219494
glucose in blood,14860-1,leukocyte leukocyte synovial fluid manual count,leukocyte leukocyte,synv fluid,nfr,,0.052414425
glucose in blood,71630-8,leukocyte leukocyte pure number fraction peritoneal fluid manual count,leukocyte leukocyte,periton fluid,nfr df,pure number fraction,0.061825052
glucose in blood,95225-9,band form neutrophil leukocyte stem cell product manual count,neutrophil band form leukocyte,stem cell product,nfr,,0.055633176
glucose in blood,99603-3,band form neutrophil leukocyte peritoneal fluid manual count,neutrophil band form leukocyte,periton fluid,nfr,,0.05665228
glucose in blood,99604-1,band form neutrophil leukocyte pleural fluid manual count,neutrophil band form leukocyte,plr fluid,nfr,,0.052996702
glucose in blood,95226-7,segmented neutrophil leukocyte stem cell product manual count,neutrophil segmented leukocyte,stem cell product,nfr,,0.04990242
glucose in blood,13352-0,deprecated neutrophil 100 leukocyte body fluid manual count,neutrophil 100 leukocyte,body fluid,nfr,,0.062925965
glucose in blood,12238-2,neutrophil leukocyte body fluid manual count,neutrophil leukocyte,body fluid,nfr,,0.06258192
glucose in blood,13516-0,neutrophil leukocyte cerebral spinal fluid manual count,neutrophil leukocyte,cerebrospinal fluid,nfr,,0.054883275
glucose in blood,40536-5,neutrophil leukocyte peritoneal dialysis fluid manual count,neutrophil leukocyte,dial fluid prt,nfr,,0.052426394
glucose in blood,40491-3,neutrophil leukocyte synovial fluid manual count,neutrophil leukocyte,synv fluid,nfr,,0.043791857
glucose in blood,71658-9,neutrophil leukocyte pure number fraction cerebral spinal fluid manual count,neutrophil leukocyte,cerebrospinal fluid,nfr df,pure number fraction,0.054170337
glucose in blood,71616-7,neutrophil leukocyte pure number fraction pleural fluid manual count,neutrophil leukocyte,plr fluid,nfr df,pure number fraction,0.056045085
glucose in blood,71654-8,myelocyte leukocyte pure number fraction cerebral spinal fluid manual count,myelocyte leukocyte,cerebrospinal fluid,nfr df,pure number fraction,0.06159597
glucose in blood,71642-3,promyelocytes leukocyte pure number fraction body fluid manual count,promyelocytes leukocyte,body fluid,nfr df,pure number fraction,0.07362181
glucose in blood,71653-0,promyelocytes leukocyte pure number fraction cerebral spinal fluid manual count,promyelocytes leukocyte,cerebrospinal fluid,nfr df,pure number fraction,0.06373999
glucose in blood,26517-3,deprecated polymorphonuclear cell 100 leukocyte cerebral spinal fluid,polymorphonuclear cell 100 leukocyte,cerebrospinal fluid,nfr,,0.050836693
glucose in blood,58801-2,deprecated polymorphonuclear cell 100 leukocyte peritoneal dialysis fluid,polymorphonuclear cell 100 leukocyte,dial fluid prt,nfr,,0.043828957
glucose in blood,20619-3,lymphocyte leukocyte specimen automated count,lymphocyte leukocyte,xxx,nfr,,0.05142594
glucose in blood,50233-6,leukocyte clump area urine sediment automated count,leukocyte clump,urine sed,naric,area,0.051975273
glucose in blood,74460-7,blast leukocyte blood fetus,blast leukocyte,blood fetus,nfr,,0.15335558
glucose in blood,34911-8,immature basophil leukocyte blood,basophil immature leukocyte,blood,nfr,,0.23992977
glucose in blood,34913-4,immature eosinophil leukocyte blood,eosinophil immature leukocyte,blood,nfr,,0.23014046
glucose in blood,38518-7,immature granulocyte leukocyte blood,granulocyte immature leukocyte,blood,nfr,,0.2465684
glucose in blood,30463-4,deprecated promyelocytes 100 leukocyte blood,promyelocytes 100 leukocyte,blood,nfr,,0.24659607
glucose in blood,34920-9,lymphocyte immunoblastic leukocyte blood,lymphocyte immunoblastic leukocyte,blood,nfr,,0.24564418
glucose in blood,34921-7,lymphocyte plasmacytoid leukocyte blood,lymphocyte plasmacytoid leukocyte,blood,nfr,,0.24896705
glucose in blood,30441-0,monocyte abnormal leukocyte blood,monocyte abnormal leukocyte,blood,nfr,,0.24318421
glucose in blood,34925-8,immature monocyte leukocyte blood,monocyte immature leukocyte,blood,nfr,,0.24343364
glucose in blood,53126-9,monocyte macrophage leukocyte blood,monocyte macrophage leukocyte,blood,nfr,,0.24244107
glucose in blood,74347-6,leukocyte aggregate presence blood light microscopy,leukocyte aggregate,blood,prthr,presence,0.25031465
glucose in blood,30411-3,leukocyte left shift presence blood,leukocyte left shift,blood,prthr,presence,0.22131176
glucose in blood,30450-1,neutrophil hypersegmented leukocyte blood,neutrophil hypersegmented leukocyte,blood,nfr,,0.24613424
glucose in blood,33373-2,blast leukocyte pleural fluid,blast leukocyte,plr fluid,nfr,,0.043669995
glucose in blood,30373-5,basophil leukocyte bronchial specimen,basophil leukocyte,bronchial,nfr,,0.04181883
glucose in blood,30375-0,basophil leukocyte sputum,basophil leukocyte,sputum,nfr,,0.052331142
glucose in blood,30377-6,eosinophil leukocyte bronchial specimen,eosinophil leukocyte,bronchial,nfr,,0.031091727
glucose in blood,30381-8,eosinophil leukocyte sputum,eosinophil leukocyte,sputum,nfr,,0.03807687
glucose in blood,30396-6,granulocyte leukocyte bronchial specimen,granulocyte leukocyte,bronchial,nfr,,0.048424866
glucose in blood,30462-6,granulocyte leukocyte urine,granulocyte leukocyte,urine,nfr,,0.069676675
glucose in blood,56774-3,lymphocyte leukocyte tissue,lymphocyte leukocyte,tissue,nfr,,0.060514487
glucose in blood,30425-3,macrophage leukocyte bronchial specimen,macrophage leukocyte,bronchial,nfr,,0.04030784
glucose in blood,30442-8,monocyte leukocyte urine,monocyte leukocyte,urine,nfr,,0.06518164
glucose in blood,4660-7,deprecated leukocyte detection ab,leukocyte detection ab,serum,,,0.07648701
glucose in blood,11157-5,leukocyte morphology bone marrow,leukocyte,bone mar,morph,morphology,0.0495645
glucose in blood,54414-8,leukocyte poor plateletpheresis unit given,leukocyte poor plateletpheresis unit given,blood product unit,num,,0.15176554
glucose in blood,74457-3,neutrophil leukocyte cord blood,neutrophil leukocyte,coord blood,nfr,,0.1584081
glucose in blood,74462-3,basophil leukocyte blood fetus,basophil leukocyte,blood fetus,nfr,,0.16032729
glucose in blood,74463-1,normoblasts leukocyte blood fetus,normoblasts leukocyte,blood fetus,nfr,,0.15796593
glucose in blood,30413-9,abnormal lymphocyte leukocyte blood,lymphocyte abnormal leukocyte,blood,nfr,,0.2428715
glucose in blood,30419-6,lymphocyte clefted leukocyte blood,lymphocyte clefted leukocyte,blood,nfr,,0.23886596
glucose in blood,30420-4,large granular lymphocyte leukocyte blood,lymphocyte large granular leukocyte,blood,nfr,,0.24357535
glucose in blood,13046-8,variant lymphocyte leukocyte blood,lymphocyte variant leukocyte,blood,nfr,,0.23910214
glucose in blood,74461-5,lymphocyte leukocyte blood fetus,lymphocyte leukocyte,blood fetus,nfr,,0.16227348
glucose in blood,4662-3,lymphocyte monocyte leukocyte blood,lymphocyte monocyte leukocyte,blood,nfr,,0.25172547
glucose in blood,61179-8,leukocyte morphology finding identifier blood fetus,leukocyte morphology finding,blood fetus,prid,identifier,0.15043871
glucose in blood,26508-2,band form neutrophil leukocyte blood,neutrophil band form leukocyte,blood,nfr,,0.24721031
glucose in blood,26505-8,segmented neutrophil leukocyte blood,neutrophil segmented leukocyte,blood,nfr,,0.24457897
glucose in blood,33412-8,blast leukocyte pericardial fluid,blast leukocyte,pericard fluid,nfr,,0.04423847
glucose in blood,33372-4,blast leukocyte peritoneal fluid,blast leukocyte,periton fluid,nfr,,0.048117504
glucose in blood,13595-4,basophil leukocyte nose,basophil leukocyte,nose,nfr,,0.048207052
glucose in blood,35070-2,basophil leukocyte pleural fluid,basophil leukocyte,plr fluid,nfr,,0.06167348
glucose in blood,30378-4,eosinophil leukocyte nose,eosinophil leukocyte,nose,nfr,,0.033297073
glucose in blood,30379-2,eosinophil leukocyte pleural fluid,eosinophil leukocyte,plr fluid,nfr,,0.04264666
glucose in blood,30460-0,granulocyte leukocyte gastric fluid,granulocyte leukocyte,gast fluid,nfr,,0.07001579
glucose in blood,26519-9,granulocyte leukocyte pleural fluid,granulocyte leukocyte,plr fluid,nfr,,0.067078285
glucose in blood,30461-8,granulocyte leukocyte stool,granulocyte leukocyte,stool,nfr,,0.051641926
glucose in blood,30421-2,lymphocyte leukocyte bronchial specimen,lymphocyte leukocyte,bronchial,nfr,,0.041087236
glucose in blood,53519-5,monocyte leukocyte dialysis fluid,monocyte leukocyte,dial fluid,nfr,,0.059489045
glucose in blood,33389-8,monocyte leukocyte pericardial fluid,monocyte leukocyte,pericard fluid,nfr,,0.052581623
glucose in blood,26488-7,monocyte leukocyte peritoneal fluid,monocyte leukocyte,periton fluid,nfr,,0.0629813
glucose in blood,33362-5,monocyte leukocyte pleural fluid,monocyte leukocyte,plr fluid,nfr,,0.053213462
glucose in blood,88343-9,leukocyte presence ear light microscopy,leukocyte,ear,prthr,presence,0.05158427
glucose in blood,14328-9,leukocyte presence sputum light microscopy,leukocyte,sputum,prthr,presence,0.055874716
glucose in blood,32808-8,leukocyte leukocyte bronchial specimen,leukocyte leukocyte,bronchial,nfr,,0.04649718
glucose in blood,27930-7,neutrophil leukocyte bronchial specimen,neutrophil leukocyte,bronchial,nfr,,0.044080354
glucose in blood,13597-0,neutrophil leukocyte nose,neutrophil leukocyte,nose,nfr,,0.04890408
glucose in blood,27932-3,neutrophil leukocyte sputum,neutrophil leukocyte,sputum,nfr,,0.053043097
glucose in blood,15112-6,leukocyte phosphatase unit volume leukocyte,phosphatase leukocyte,wbc,amount concentration,unit volume,0.07538441
glucose in blood,55804-9,leukocyte phosphatase presence leukocyte,phosphatase leukocyte,wbc,prthr,presence,0.050037023
glucose in blood,71622-5,eosinophil leukocyte pure number fraction synovial fluid manual count,eosinophil leukocyte,synv fluid,nfr df,pure number fraction,0.04286835
glucose in blood,70040-1,granulocyte leukocyte synovial fluid automated count,granulocyte leukocyte,synv fluid,nfr,,0.053410865
glucose in blood,71617-5,granulocyte leukocyte pure number fraction synovial fluid manual count,granulocyte leukocyte,synv fluid,nfr df,pure number fraction,0.055710826
glucose in blood,33548-9,abnormal lymphocyte leukocyte body fluid manual count,lymphocyte abnormal leukocyte,body fluid,nfr,,0.061766054
glucose in blood,21372-8,abnormal lymphocyte leukocyte cerebral spinal fluid manual count,lymphocyte abnormal leukocyte,cerebrospinal fluid,nfr,,0.054417793
glucose in blood,21373-6,abnormal lymphocyte leukocyte synovial fluid manual count,lymphocyte abnormal leukocyte,synv fluid,nfr,,0.047893632
glucose in blood,13518-6,variant lymphocyte leukocyte body fluid manual count,lymphocyte variant leukocyte,body fluid,nfr,,0.057876185
glucose in blood,13517-8,variant lymphocyte leukocyte cerebral spinal fluid manual count,lymphocyte variant leukocyte,cerebrospinal fluid,nfr,,0.047555007
glucose in blood,17227-0,lymphocyte leukocyte synovial fluid automated count,lymphocyte leukocyte,synv fluid,nfr,,0.05340164
glucose in blood,71624-1,lymphocyte leukocyte pure number fraction synovial fluid manual count,lymphocyte leukocyte,synv fluid,nfr df,pure number fraction,0.049309652
glucose in blood,21394-2,monocyte macrophage leukocyte body fluid manual count,monocyte macrophage leukocyte,body fluid,nfr,,0.060966596
glucose in blood,21395-9,monocyte macrophage leukocyte synovial fluid manual count,monocyte macrophage leukocyte,synv fluid,nfr,,0.04666628
glucose in blood,71639-9,monocyte macrophage leukocyte pure number fraction body fluid manual count,monocyte macrophage leukocyte,body fluid,nfr df,pure number fraction,0.061286986
glucose in blood,71620-9,leukocyte leukocyte pure number fraction synovial fluid manual count,leukocyte leukocyte,synv fluid,nfr df,pure number fraction,0.052379437
glucose in blood,13354-6,band form neutrophil leukocyte body fluid manual count,neutrophil band form leukocyte,body fluid,nfr,,0.06535194
glucose in blood,12278-8,band form neutrophil leukocyte cerebral spinal fluid manual count,neutrophil band form leukocyte,cerebrospinal fluid,nfr,,0.051053595
glucose in blood,30230-7,segmented neutrophil leukocyte body fluid manual count,neutrophil segmented leukocyte,body fluid,nfr,,0.055290118
glucose in blood,56960-8,segmented neutrophil leukocyte bone marrow manual count,neutrophil segmented leukocyte,bone mar,nfr,,0.042805977
glucose in blood,14107-7,segmented neutrophil leukocyte cerebral spinal fluid manual count,neutrophil segmented leukocyte,cerebrospinal fluid,nfr,,0.047355704
glucose in blood,71650-6,segmented neutrophil leukocyte pure number fraction body fluid manual count,neutrophil segmented leukocyte,body fluid,nfr df,pure number fraction,0.06110592
glucose in blood,71625-8,neutrophil leukocyte pure number fraction synovial fluid manual count,neutrophil leukocyte,synv fluid,nfr df,pure number fraction,0.050142553
glucose in blood,74402-9,lymphocyte leukocyte cord blood,lymphocyte leukocyte,coord blood,nfr,,0.1640277
glucose in blood,54413-0,transfuse leukocyte poor plateletpheresis unit,transfuse leukocyte poor plateletpheresis unit,blood product unit,num,,0.15524258
glucose in blood,54415-5,transfuse leukocyte poor platelet unit,transfuse leukocyte poor platelet unit,blood product unit,num,,0.14921749
glucose in blood,26518-1,deprecated polymorphonuclear cell 100 leukocyte body fluid,polymorphonuclear cell 100 leukocyte,body fluid,nfr,,0.06338483
glucose in blood,11123-7,deprecated promyelocytes 100 cell bone marrow microscopy,promyelocytes 100 leukocyte,bone mar,nfr,,0.061841454
glucose in blood,74459-9,immature granulocyte leukocyte blood fetus,granulocyte immature leukocyte,blood fetus,nfr,,0.16033468
glucose in blood,50672-5,leukocyte toxic vacuole presence blood light microscopy,leukocyte toxic vacuole,blood,prthr,presence,0.24035034
glucose in blood,26447-3,blast leukocyte cerebral spinal fluid,blast leukocyte,cerebrospinal fluid,nfr,,0.050417814
glucose in blood,35069-4,basophil leukocyte peritoneal fluid,basophil leukocyte,periton fluid,nfr,,0.06412987
glucose in blood,26445-7,basophil leukocyte specimen,basophil leukocyte,xxx,nfr,,0.0572183
glucose in blood,30380-0,eosinophil leukocyte peritoneal fluid,eosinophil leukocyte,periton fluid,nfr,,0.047699537
glucose in blood,30382-6,eosinophil leukocyte stool,eosinophil leukocyte,stool,nfr,,0.036725543
glucose in blood,32593-6,eosinophil leukocyte specimen,eosinophil leukocyte,xxx,nfr,,0.04275515
glucose in blood,49787-5,granulocyte leukocyte pericardial fluid,granulocyte leukocyte,pericard fluid,nfr,,0.06417134
glucose in blood,26520-7,granulocyte leukocyte peritoneal fluid,granulocyte leukocyte,periton fluid,nfr,,0.070015155
glucose in blood,26521-5,granulocyte leukocyte semen,granulocyte leukocyte,semen,nfr,,0.067065895
glucose in blood,32177-8,granulocyte leukocyte vaginal fluid,granulocyte leukocyte,vag,nfr,,0.062956795
glucose in blood,59463-0,lymphocyte leukocyte dialysis fluid,lymphocyte leukocyte,dial fluid,nfr,,0.05950059
glucose in blood,26480-4,lymphocyte leukocyte pericardial fluid,lymphocyte leukocyte,pericard fluid,nfr,,0.059216455
glucose in blood,26482-0,lymphocyte leukocyte peritoneal fluid,lymphocyte leukocyte,periton fluid,nfr,,0.065661415
glucose in blood,27936-4,lymphocyte leukocyte sputum,lymphocyte leukocyte,sputum,nfr,,0.05527829
glucose in blood,56772-7,macrophage leukocyte bronchial specimen flow cytometry fc,macrophage leukocyte,bronchial,nfr,,0.047605343
glucose in blood,32833-6,monocyte macrophage leukocyte bronchial specimen,monocyte macrophage leukocyte,bronchial,nfr,,0.041194595
glucose in blood,53127-7,monocyte macrophage leukocyte tissue,monocyte macrophage leukocyte,tissue,nfr,,0.053275976
glucose in blood,53227-5,leukocyte area cervix wet preparation,leukocyte,cvx,naric,area,0.045629714
glucose in blood,12225-9,leukocyte area sputum microscopy high power field,leukocyte,sputum,naric,area,0.06452537
glucose in blood,53226-7,leukocyte area urethra wet preparation,leukocyte,urethra,naric,area,0.049294658
glucose in blood,34469-7,leukocyte presence bile fluid light microscopy,leukocyte,bil fluid,prthr,presence,0.06170051
glucose in blood,34445-7,leukocyte presence body fluid,leukocyte,body fluid,prthr,presence,0.06015228
glucose in blood,14105-1,leukocyte presence nose light microscopy,leukocyte,nose,prthr,presence,0.051677056
glucose in blood,30407-1,leukocyte leukocyte pericardial fluid,leukocyte leukocyte,pericard fluid,nfr,,0.054318458
glucose in blood,30409-7,leukocyte leukocyte peritoneal fluid,leukocyte leukocyte,periton fluid,nfr,,0.06019818
glucose in blood,30408-9,leukocyte leukocyte pleural fluid,leukocyte leukocyte,plr fluid,nfr,,0.057152968
glucose in blood,53520-3,neutrophil leukocyte dialysis fluid,neutrophil leukocyte,dial fluid,nfr,,0.057746157
glucose in blood,30454-3,neutrophil leukocyte pericardial fluid,neutrophil leukocyte,pericard fluid,nfr,,0.050922655
glucose in blood,26514-0,neutrophil leukocyte peritoneal fluid,neutrophil leukocyte,periton fluid,nfr,,0.065092094
glucose in blood,30455-0,neutrophil leukocyte pleural fluid,neutrophil leukocyte,plr fluid,nfr,,0.05378638
glucose in blood,4659-9,leukocyte phosphatase enzymatic activity volume leukocyte,phosphatase leukocyte,wbc,cell concentration,enzymatic activity volume,0.09353278
glucose in blood,88335-5,predominant leukocyte identified type ear light microscopy,predominant leukocyte identified,ear,type,type,0.04790236
glucose in blood,71645-6,band form neutrophil leukocyte pure number fraction body fluid manual count,neutrophil band form leukocyte,body fluid,nfr df,pure number fraction,0.06534863
glucose in blood,71657-1,band form neutrophil leukocyte pure number fraction cerebral spinal fluid manual count,neutrophil band form leukocyte,cerebrospinal fluid,nfr df,pure number fraction,0.053870223
glucose in blood,26448-1,blast leukocyte body fluid,blast leukocyte,body fluid,nfr,,0.059748117
glucose in blood,33374-0,blast leukocyte synovial fluid,blast leukocyte,synv fluid,nfr,,0.038418658
glucose in blood,28543-7,basophil leukocyte body fluid,basophil leukocyte,body fluid,nfr,,0.07031421
glucose in blood,30374-3,basophil leukocyte cerebral spinal fluid,basophil leukocyte,cerebrospinal fluid,nfr,,0.052169643
glucose in blood,56771-9,eosinophil leukocyte bronchial specimen flow cytometry fc,eosinophil leukocyte,bronchial,nfr,,0.04163551
glucose in blood,26451-5,eosinophil leukocyte cerebral spinal fluid,eosinophil leukocyte,cerebrospinal fluid,nfr,,0.04631379
glucose in blood,74143-9,granulocyte leukocyte body fluid,granulocyte leukocyte,body fluid,nfr,,0.0756256
glucose in blood,33963-0,granulocyte leukocyte cerebral spinal fluid,granulocyte leukocyte,cerebrospinal fluid,nfr,,0.056348577
glucose in blood,74141-3,granulocyte leukocyte peritoneal dialysis fluid,granulocyte leukocyte,dial fluid prt,nfr,,0.06281903
glucose in blood,30467-5,promyelocytes leukocyte cerebral spinal fluid,promyelocytes leukocyte,cerebrospinal fluid,nfr,,0.057359733
glucose in blood,17802-0,prolymphocytes leukocyte body fluid,prolymphocytes leukocyte,body fluid,nfr,,0.08156495
glucose in blood,30366-9,metamyelocytes leukocyte cerebral spinal fluid,metamyelocytes leukocyte,cerebrospinal fluid,nfr,,0.056235656
glucose in blood,35055-3,histiocyte leukocyte body fluid,histiocyte leukocyte,body fluid,nfr,,0.07328346
glucose in blood,26481-2,lymphocyte leukocyte pleural fluid,lymphocyte leukocyte,plr fluid,nfr,,0.059929818
glucose in blood,30427-9,macrophage leukocyte body fluid,macrophage leukocyte,body fluid,nfr,,0.05921744
glucose in blood,30426-1,macrophage leukocyte cerebral spinal fluid,macrophage leukocyte,cerebrospinal fluid,nfr,,0.0488976
glucose in blood,26487-9,monocyte leukocyte body fluid,monocyte leukocyte,body fluid,nfr,,0.07084622
glucose in blood,26486-1,monocyte leukocyte cerebral spinal fluid,monocyte leukocyte,cerebrospinal fluid,nfr,,0.055975176
glucose in blood,35021-5,monocyte macrophage leukocyte pleural fluid,monocyte macrophage leukocyte,plr fluid,nfr,,0.05292391
glucose in blood,12224-2,leukocyte area nose microscopy high power field,leukocyte,nose,naric,area,0.057593882
glucose in blood,51770-6,leukocyte area stool microscopy high power field,leukocyte,stool,naric,area,0.05775953
glucose in blood,104646-5,leukocyte area urine computer assisted method,leukocyte,urine,naric,area,0.059087273
glucose in blood,13655-6,leukocyte presence stool light microscopy,leukocyte,stool,prthr,presence,0.05829591
glucose in blood,17800-4,myelocyte leukocyte body fluid,myelocyte leukocyte,body fluid,nfr,,0.078840755
glucose in blood,30447-7,myelocyte leukocyte cerebral spinal fluid,myelocyte leukocyte,cerebrospinal fluid,nfr,,0.056771822
glucose in blood,17804-6,promonocytes leukocyte body fluid,promonocytes leukocyte,body fluid,nfr,,0.07604525
glucose in blood,75196-6,leukocyte count protein test performed cerebrospinal fluid test finding cdc component,leukocyte count protein test performed cerebrospinal fluid test finding,patient,find,cdc component,0.028436318
glucose in blood,4527-8,deprecated complement receptor 1,complement receptor 1,wbc,,,0.046862837
glucose in blood,4528-6,deprecated complement receptor 2,complement receptor 2,wbc,,,0.048605092
glucose in blood,4529-4,deprecated complement receptor 3,complement receptor 3,wbc,,,0.046540685
glucose in blood,4530-2,deprecated complement receptor 4,complement receptor 4,wbc,,,0.04571863
glucose in blood,50658-4,basophil band form leukocyte bone marrow,basophil band form leukocyte,bone mar,nfr,,0.0519381
glucose in blood,26452-3,eosinophil leukocyte body fluid,eosinophil leukocyte,body fluid,nfr,,0.05892711
glucose in blood,17834-3,eosinophil leukocyte synovial fluid,eosinophil leukocyte,synv fluid,nfr,,0.046932954
glucose in blood,69004-0,immature granulocyte leukocyte body fluid,granulocyte immature leukocyte,body fluid,nfr,,0.06735566
glucose in blood,69006-5,immature granulocyte leukocyte cerebral spinal fluid,granulocyte immature leukocyte,cerebrospinal fluid,nfr,,0.054418847
glucose in blood,26522-3,granulocyte leukocyte synovial fluid,granulocyte leukocyte,synv fluid,nfr,,0.059987403
glucose in blood,17799-8,promyelocytes leukocyte body fluid,promyelocytes leukocyte,body fluid,nfr,,0.079117216
glucose in blood,17833-5,basophil leukocyte synovial fluid,basophil leukocyte,synv fluid,nfr,,0.05846895
glucose in blood,17801-2,metamyelocytes leukocyte body fluid,metamyelocytes leukocyte,body fluid,nfr,,0.0744533
glucose in blood,32832-8,variant lymphocyte leukocyte bronchial specimen,lymphocyte variant leukocyte,bronchial,nfr,,0.03537422
glucose in blood,33409-4,variant lymphocyte leukocyte pericardial fluid,lymphocyte variant leukocyte,pericard fluid,nfr,,0.045112345
glucose in blood,33369-0,variant lymphocyte leukocyte peritoneal fluid,lymphocyte variant leukocyte,periton fluid,nfr,,0.051098794
glucose in blood,33370-8,variant lymphocyte leukocyte pleural fluid,lymphocyte variant leukocyte,plr fluid,nfr,,0.04465383
glucose in blood,11031-2,lymphocyte leukocyte body fluid,lymphocyte leukocyte,body fluid,nfr,,0.07106798
glucose in blood,56769-3,lymphocyte leukocyte bronchial specimen flow cytometry fc,lymphocyte leukocyte,bronchial,nfr,,0.052284677
glucose in blood,26479-6,lymphocyte leukocyte cerebral spinal fluid,lymphocyte leukocyte,cerebrospinal fluid,nfr,,0.060416702
glucose in blood,26483-8,lymphocyte leukocyte synovial fluid,lymphocyte leukocyte,synv fluid,nfr,,0.05141651
glucose in blood,33376-5,macrophage leukocyte synovial fluid,macrophage leukocyte,synv fluid,nfr,,0.042008277
glucose in blood,17835-0,monocyte leukocyte synovial fluid,monocyte leukocyte,synv fluid,nfr,,0.057826128
glucose in blood,53125-1,monocyte macrophage leukocyte bone marrow,monocyte macrophage leukocyte,bone mar,nfr,,0.045412317
glucose in blood,30436-0,monocyte macrophage leukocyte cerebral spinal fluid,monocyte macrophage leukocyte,cerebrospinal fluid,nfr,,0.047390696
glucose in blood,35020-7,monocyte macrophage leukocyte peritoneal fluid,monocyte macrophage leukocyte,periton fluid,nfr,,0.058035217
glucose in blood,30439-4,monocyte macrophage leukocyte specimen,monocyte macrophage leukocyte,xxx,nfr,,0.045295596
glucose in blood,96712-5,leukocyte area body fluid light microscopy,leukocyte,body fluid,naric,area,0.07924274
glucose in blood,49224-9,leukocyte area semen microscopy high power field,leukocyte,semen,naric,area,0.06912755
glucose in blood,44092-5,leukocyte area vaginal fluid wet preparation,leukocyte,vag,naric,area,0.06191101
glucose in blood,53225-9,leukocyte area specimen wet preparation,leukocyte,xxx,naric,area,0.058471978
glucose in blood,99928-4,leukocyte presence body fluid automated,leukocyte,body fluid,prthr,presence,0.05023006
glucose in blood,42327-7,leukocyte presence stool methylene blue stain,leukocyte,stool,prthr,presence,0.04292826
glucose in blood,32142-2,leukocyte presence synovial fluid light microscopy,leukocyte,synv fluid,prthr,presence,0.049134005
glucose in blood,12226-7,leukocyte presence vaginal fluid wet preparation,leukocyte,vag,prthr,presence,0.055351857
glucose in blood,72163-9,leukocyte presence specimen gram stain,leukocyte,xxx,prthr,presence,0.055439927
glucose in blood,32761-9,leukocyte presence specimen wet preparation,leukocyte,xxx,prthr,presence,0.048294347
glucose in blood,26473-9,leukocyte leukocyte body fluid,leukocyte leukocyte,body fluid,nfr,,0.07522432
glucose in blood,26472-1,leukocyte leukocyte cerebral spinal fluid,leukocyte leukocyte,cerebrospinal fluid,nfr,,0.060516316
glucose in blood,30410-5,leukocyte leukocyte synovial fluid,leukocyte leukocyte,synv fluid,nfr,,0.046562087
glucose in blood,33388-0,band form neutrophil leukocyte pericardial fluid,neutrophil band form leukocyte,pericard fluid,nfr,,0.051777236
glucose in blood,59816-9,neutrophil immature leukocyte body fluid,neutrophil immature leukocyte,body fluid,nfr,,0.0578086
glucose in blood,33387-2,segmented neutrophil leukocyte pericardial fluid,neutrophil segmented leukocyte,pericard fluid,nfr,,0.045707997
glucose in blood,33384-9,segmented neutrophil leukocyte peritoneal fluid,neutrophil segmented leukocyte,periton fluid,nfr,,0.052159578
glucose in blood,33385-6,segmented neutrophil leukocyte pleural fluid,neutrophil segmented leukocyte,plr fluid,nfr,,0.047764026
glucose in blood,26513-2,neutrophil leukocyte body fluid,neutrophil leukocyte,body fluid,nfr,,0.07137873
glucose in blood,56770-1,neutrophil leukocyte bronchial specimen flow cytometry fc,neutrophil leukocyte,bronchial,nfr,,0.049349427
glucose in blood,26512-4,neutrophil leukocyte cerebral spinal fluid,neutrophil leukocyte,cerebrospinal fluid,nfr,,0.058283094
glucose in blood,17836-8,neutrophil leukocyte synovial fluid,neutrophil leukocyte,synv fluid,nfr,,0.055420358
glucose in blood,30118-4,iga lymphocyte volume leukocyte,lymphocyte iga,wbc,number concentration,volume,0.067365095
glucose in blood,30120-0,igd lymphocyte volume leukocyte,lymphocyte igd,wbc,number concentration,volume,0.058769416
glucose in blood,30113-5,igg lymphocyte volume leukocyte,lymphocyte igg,wbc,number concentration,volume,0.06274419
glucose in blood,30119-2,igm lymphocyte volume leukocyte,lymphocyte igm,wbc,number concentration,volume,0.054261293
