Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
cells in urine,1995-0,calcium ionized mole volume serum plasma,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.12179886
cells in urine,49935-0,calcium ionized calcium total corrected albumin serum plasma,calcium ionized calcium total corrected albumin,serum plasma,mfr,,active,,0.0041059693
cells in urine,50675-8,calcium phosphorus product mass volume 2 serum plasma,calcium phosphorus product,serum plasma,mcncsq,mass volume 2,active,mg2 dl2,0.04167192
cells in urine,13454-4,calcium phosphorus product mole volume 2 serum plasma,calcium phosphorus product,serum plasma,scncsq,mole volume 2,active,mmol2 l2,0.09235636
cells in urine,16519-1,calcium mole volume serum plasma 10 minute post xxx challenge,calcium 10m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.13109484
cells in urine,40078-8,calcium mass volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.052385747
cells in urine,40239-6,calcium mole volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.110334784
cells in urine,40079-6,calcium mass volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.054036453
cells in urine,40240-4,calcium mole volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10463798
cells in urine,40080-4,calcium mass volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.050649475
cells in urine,40241-2,calcium mole volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10092303
cells in urine,40066-3,calcium mass volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.04816348
cells in urine,40225-5,calcium mole volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.101411805
cells in urine,40081-2,calcium mass volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.04990108
cells in urine,40242-0,calcium mole volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.09887892
cells in urine,40083-8,calcium mass volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.057289917
cells in urine,40244-6,calcium mole volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11370746
cells in urine,40070-5,calcium mass volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.046739016
cells in urine,40232-1,calcium mole volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10128862
cells in urine,40082-0,calcium mass volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.05880101
cells in urine,40243-8,calcium mole volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10520967
cells in urine,40085-3,calcium mass volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.057723854
cells in urine,40246-1,calcium mole volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11073693
cells in urine,16271-9,calcium mass volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.07863412
cells in urine,40227-1,calcium mole volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11461401
cells in urine,40084-6,calcium mass volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.056762993
cells in urine,40245-3,calcium mole volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11095363
cells in urine,40086-1,calcium mass volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.05786002
cells in urine,40247-9,calcium mole volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11133167
cells in urine,40071-3,calcium mass volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.051588874
cells in urine,40233-9,calcium mole volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10228365
cells in urine,27919-0,calcium mass volume serum plasma 3rd specimen post xxx challenge,calcium 3rd specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.08354783
cells in urine,40068-9,calcium mass volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.048413564
cells in urine,40228-9,calcium mole volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.105065554
cells in urine,40065-5,calcium mass volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.051108047
cells in urine,40224-8,calcium mole volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.103133775
cells in urine,40072-1,calcium mass volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.04858629
cells in urine,40234-7,calcium mole volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.0984267
cells in urine,27935-6,calcium mass volume serum plasma 4th specimen post xxx challenge,calcium 4th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.07800812
cells in urine,40073-9,calcium mass volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.048255406
cells in urine,40235-4,calcium mole volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.09732544
cells in urine,16523-3,calcium mole volume serum plasma 5 minute post xxx challenge,calcium 5m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11638022
cells in urine,27933-1,calcium mass volume serum plasma 5th specimen post xxx challenge,calcium 5th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.080840625
cells in urine,40075-4,calcium mass volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.062356215
cells in urine,40236-2,calcium mole volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.117718585
cells in urine,40074-7,calcium mass volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.063463576
cells in urine,16524-1,calcium mole volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.12629929
cells in urine,27910-9,calcium mass volume serum plasma 6th specimen post xxx challenge,calcium 6th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.0884422
cells in urine,40076-2,calcium mass volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.058617424
cells in urine,40237-0,calcium mole volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.11011702
cells in urine,40077-0,calcium mass volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.05505798
cells in urine,40238-8,calcium mole volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10301376
cells in urine,50179-1,calcitonin calcium pentagastrin challenge panel serum plasma,calcitonin calcium pentagastrin challenge panel,serum plasma,,,active,,0.02322698
cells in urine,1993-5,calcium renal clearance 24 hour urine serum plasma,calcium renal clearance,urine serum plasma,vrat,,active,ml min,0.5016417
cells in urine,50676-6,calcium phosphorus product panel serum plasma,calcium phosphorus product panel,serum plasma,,,active,,0.02139772
cells in urine,13959-2,calcium ionized mole volume serum plasma calculation,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.10289852
cells in urine,16270-1,calcium mass volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.07164849
cells in urine,40229-7,calcium mole volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.10379342
cells in urine,27909-1,calcium mass volume serum plasma 1st specimen post xxx challenge,calcium 1st specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.07846113
cells in urine,16272-7,calcium mass volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.06773644
cells in urine,40231-3,calcium mole volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.101570755
cells in urine,27916-6,calcium mass volume serum plasma 2nd specimen post xxx challenge,calcium 2nd specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.0784757
cells in urine,27913-3,calcium mass volume serum plasma 7th specimen post xxx challenge,calcium 7th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.09123788
cells in urine,1380-5,calcium phosphate parathyroid challenge test mass ratio serum,calcium phosphate parathyroid challenge test,serum,mrto,mass ratio,active,,0.0058576097
cells in urine,30073-1,voltage gated calcium channel ab presence serum,voltage gated calcium channel ab,serum,prthr,presence,active,,0.023904907
cells in urine,40069-7,calcium mass volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.049750075
cells in urine,40230-5,calcium mole volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.102317825
cells in urine,17864-0,calcium ionized mass volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,mass concentration,mass volume,active,mg dl,0.08885865
cells in urine,12180-6,calcium ionized mole volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.11573673
cells in urine,19072-8,calcium ionized mole volume adjusted ph 7 4 serum plasma,calcium ionized adjusted ph 7 4,serum plasma,substance concentration,mole volume,active,mmol l,0.11312967
cells in urine,47719-0,parathyrin mass volume serum plasma pre dose calcium,parathyrin pre dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.06782466
cells in urine,31024-3,voltage gated calcium channel ab mole volume serum,voltage gated calcium channel ab,serum,substance concentration,mole volume,active,fmol l,0.10228365
cells in urine,12724-1,voltage gated calcium channel igg ab unit volume serum,voltage gated calcium channel ab igg,serum,amount concentration,unit volume,active,,0.107901245
cells in urine,41261-9,voltage gated calcium channel igg ab presence serum,voltage gated calcium channel ab igg,serum,prthr,presence,active,,0.031676818
cells in urine,41201-5,voltage gated calcium channel igg ab mole volume serum,voltage gated calcium channel ab igg,serum,substance concentration,mole volume,active,fmol l,0.10384693
cells in urine,47718-2,parathyrin mass volume serum plasma 4 hour post dose calcium,parathyrin 4h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.06911296
cells in urine,70219-1,basic metabolic 2008 panel ionized calcium serum plasma,basic metabolic 2008 panel ionized calcium,serum plasma,,,active,,0.04118394
cells in urine,105269-5,fractional excretion calcium ratio urine serum plasma collected unspecified duration,fractional excretion calcium,urine serum plasma,ratio,ratio,active,,0.45532444
cells in urine,24346-9,parathyrin intact calcium panel serum plasma,parathyrin intact calcium panel,serum plasma,,,active,,0.029186584
cells in urine,24347-7,parathyrin mid molecule calcium panel serum plasma,parathyrin mid molecule calcium panel,serum plasma,,,active,,0.032873984
cells in urine,47275-3,s100 calcium binding protein b mass volume serum,s100 calcium binding protein b,serum,mass concentration,mass volume,active,ug l,0.060259387
cells in urine,16512-6,calcium ionized mole volume serum plasma 2nd specimen post xxx challenge,calcium ionized 2nd specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1545547
cells in urine,16513-4,calcium ionized mole volume serum plasma 3rd specimen post xxx challenge,calcium ionized 3rd specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15279774
cells in urine,16514-2,calcium ionized mole volume serum plasma 4th specimen post xxx challenge,calcium ionized 4th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1495941
cells in urine,16515-9,calcium ionized mole volume serum plasma 5th specimen post xxx challenge,calcium ionized 5th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15508744
cells in urine,16516-7,calcium ionized mole volume serum plasma 6th specimen post xxx challenge,calcium ionized 6th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.16123062
cells in urine,33979-6,voltage gated calcium channel n type binding ab mole volume serum,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,active,pmol l,0.06977764
cells in urine,57566-2,25 hydroxyvitamin d3 mole volume serum plasma pre dose calcium,calcidiol pre dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.06849755
cells in urine,57467-3,calcitriol mass volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.06872724
cells in urine,57468-1,calcitriol mole volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.05677041
cells in urine,47717-4,parathyrin mass volume serum plasma 2 hour post dose calcium,parathyrin 2h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.066994675
cells in urine,83114-9,s100 calcium binding protein b mass volume serum immunoassay,s100 calcium binding protein b,serum,mass concentration,mass volume,active,ug l,0.05440522
cells in urine,33980-4,voltage gated calcium channel p q type binding ab mole volume serum,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,active,pmol l,0.059203688
cells in urine,57333-7,calcium ionized mass volume adjusted ph 7 4 serum plasma ion selective membrane electrode ise,calcium ionized adjusted ph 7 4,serum plasma,mass concentration,mass volume,active,mg dl,0.055588875
cells in urine,16517-5,calcium ionized mole volume serum plasma 7th specimen post xxx challenge,calcium ionized 7th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15874358
cells in urine,1379-7,calcitonin mass volume serum plasma pre 2 4 mg kg calcium short iv,calcitonin pre 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.08399263
cells in urine,57472-3,calcitriol mass volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.07942093
cells in urine,57471-5,calcitriol mole volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.06751947
cells in urine,94704-4,voltage gated calcium channel n type binding ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,active,nmol l,0.085631415
cells in urine,82736-0,calcium calmodulin dependent protein kinase ii activity actual normal serum,calcium calmodulin dependent protein kinase ii activity actual normal,serum,relccnc,,active,,0.025245659
cells in urine,101976-9,voltage gated calcium channel p q type binding ab mass volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,mass concentration,mass volume,active,g dl,0.06714832
cells in urine,94705-1,voltage gated calcium channel p q type binding ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,active,nmol l,0.07651107
cells in urine,57567-0,25 hydroxyvitamin d3 mole volume serum plasma 2 hour post dose calcium,calcidiol 2h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.0710466
cells in urine,57568-8,25 hydroxyvitamin d3 mole volume serum plasma 3 hour post dose calcium,calcidiol 3h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.07022376
cells in urine,1373-0,calcitonin mass volume serum plasma 10 minute post 2 4 mg kg calcium short iv,calcitonin 10m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.092215955
cells in urine,1374-8,calcitonin mass volume serum plasma 3 hour post 15 mg kg calcium gluconate iv,calcitonin 3h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,active,pg ml,0.11251162
cells in urine,1375-5,calcitonin mass volume serum plasma 4 hour post 15 mg kg calcium gluconate iv,calcitonin 4h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,active,pg ml,0.11248486
cells in urine,1377-1,calcitonin mass volume serum plasma 5 minute post 2 4 mg kg calcium short iv,calcitonin 5m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.09111655
cells in urine,50184-1,calcitonin mass volume serum plasma pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.09537802
cells in urine,57474-9,calcitriol mass volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.07379354
cells in urine,57473-1,calcitriol mole volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.06681267
cells in urine,57470-7,calcitriol mass volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.07087705
cells in urine,57469-9,calcitriol mole volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.05882777
cells in urine,57569-6,25 hydroxyvitamin d3 mole volume serum plasma 1 hour post dose calcium,calcidiol 1h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.07662207
cells in urine,50180-9,calcitonin mass volume serum plasma 10 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 10m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.10808244
cells in urine,50183-3,calcitonin mass volume serum plasma 1 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 1m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.10554506
cells in urine,50182-5,calcitonin mass volume serum plasma 2 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 2m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.10503907
cells in urine,50181-7,calcitonin mass volume serum plasma 5 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 5m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.10315682
cells in urine,94348-0,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab igg igm,serum,substance concentration,mole volume,active,nmol l,0.080567494
cells in urine,94349-8,voltage gated calcium channel p q type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab igg igm,serum,substance concentration,mole volume,active,nmol l,0.06959643
glucose in blood,33898-8,bilirubin conjugated indirect mass volume serum plasma,bilirubin glucuronidated bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.0960186
glucose in blood,33899-6,bilirubin conjugated indirect mole volume serum plasma,bilirubin glucuronidated bilirubin non glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.07944014
glucose in blood,50189-0,neonatal bilirubin panel mass volume serum plasma,neonatal bilirubin panel,serum plasma,mass concentration,mass volume,active,,0.08515464
glucose in blood,15153-0,deprecated indirect bilirubin mass volume serum plasma,bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,deprecated,mg dl,0.10780817
glucose in blood,1971-1,bilirubin indirect mass volume serum plasma,bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.103179105
glucose in blood,35192-4,bilirubin indirect mass mole volume serum plasma,bilirubin non glucuronidated,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.09913829
glucose in blood,14630-8,bilirubin indirect mole volume serum plasma,bilirubin non glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.08874066
glucose in blood,35672-5,bilirubin direct bilirubin total serum plasma,bilirubin glucuronidated bilirubin albumin bound bilirubin total,serum plasma,mfr,,active,,0.07151453
glucose in blood,43820-0,bilirubin direct presence serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,prthr,presence,active,,0.06543797
glucose in blood,34442-4,bilirubin conjugated bilirubin total serum plasma,bilirubin glucuronidated bilirubin total,serum plasma,mfr,,active,ratio,0.08047502
glucose in blood,1968-7,bilirubin direct mass volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass concentration,mass volume,active,mg dl,0.099897206
glucose in blood,35191-6,bilirubin direct mass mole volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.08941594
glucose in blood,14629-0,bilirubin direct mole volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,substance concentration,mole volume,active,umol l,0.08674032
glucose in blood,18264-2,deprecated direct bilirubin mass volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass concentration,mass volume,deprecated,mg dl,0.09855299
glucose in blood,34543-9,bilirubin direct total panel mass volume serum plasma,bilirubin direct total panel,serum plasma,mass concentration,mass volume,active,,0.07893897
glucose in blood,15152-2,bilirubin conjugated mass volume serum plasma,bilirubin glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.10518789
glucose in blood,29760-6,bilirubin conjugated mole volume serum plasma,bilirubin glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.0858787
glucose in blood,1975-2,bilirubin total mass volume serum plasma,bilirubin,serum plasma,mass concentration,mass volume,active,mg dl,0.09684206
glucose in blood,14631-6,bilirubin total mole volume serum plasma,bilirubin,serum plasma,substance concentration,mole volume,active,umol l,0.078392096
glucose in blood,35194-0,bilirubin total mass mole volume serum plasma,bilirubin,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.086657956
glucose in blood,77137-8,bilirubin total mole volume serum plasma blood,bilirubin,serum plasma blood,substance concentration,mole volume,active,umol l,0.16574961
glucose in blood,1970-3,bilirubin delta mass volume serum plasma,bilirubin albumin bound,serum plasma,mass concentration,mass volume,active,mg dl,0.090734035
glucose in blood,22665-4,bilirubin delta mole volume serum plasma,bilirubin albumin bound,serum plasma,substance concentration,mole volume,active,umol l,0.0711562
glucose in blood,1969-5,bilirubin total renal clearance 24 hour urine serum plasma,bilirubin renal clearance,urine serum plasma,vrat,,active,ml min,0.0766459
glucose in blood,58434-2,cell panel urine sediment,cell panel,urine sed,,,discouraged,,0.044356883
glucose in blood,105113-5,epithelial cell area urine sediment,epithelial cell,urine sed,naric,area,active,lpf,0.033770088
glucose in blood,105114-3,epithelial cell presence urine sediment,epithelial cell,urine sed,prthr,presence,active,,0.027140046
glucose in blood,105095-4,transitional cell area urine sediment,transitional cell,urine sed,naric,area,active,hpf,0.0406352
glucose in blood,58438-3,cell type urine sediment light microscopy,cell,urine sed,type,type,active,,0.050266176
glucose in blood,105116-8,epithelial cell renal area urine sediment,epithelial cell renal,urine sed,naric,area,active,hpf,0.037299093
glucose in blood,105115-0,epithelial cell non squamous area urine sediment,epithelial cell non squamous,urine sed,naric,area,active,hpf,0.033567406
glucose in blood,105088-9,epithelial cell non squamous presence urine sediment,epithelial cell non squamous,urine sed,prthr,presence,active,,0.022653183
glucose in blood,90044-9,epithelial cell renal presence urine sediment,epithelial cell renal,urine sed,prthr,presence,active,,0.03337958
glucose in blood,14384-2,mononuclear cell leukocyte urine sediment manual count,mononuclear cell leukocyte,urine sed,nfr,,active,,0.053823125
glucose in blood,20453-7,epithelial cell presence urine sediment light microscopy,epithelial cell,urine sed,prthr,presence,active,,0.039163843
glucose in blood,8249-5,transitional cell presence urine sediment light microscopy,transitional cell,urine sed,prthr,presence,active,,0.04218111
glucose in blood,13653-1,epithelial cell renal volume urine sediment,epithelial cell renal,urine sed,number concentration,volume,active,ml,0.053458594
glucose in blood,12248-1,epithelial cell renal presence urine sediment light microscopy,epithelial cell renal,urine sed,prthr,presence,active,,0.037868697
glucose in blood,99876-5,deep transitional cell area urine sediment computer assisted method,transitional cell deep,urine sed,naric,area,active,p hpf,0.030378578
glucose in blood,99873-2,superficial transitional cell area urine sediment computer assisted method,transitional cell superficial,urine sed,naric,area,active,p hpf,0.032860804
glucose in blood,33342-7,epithelial cell area urine sediment automated count,epithelial cell,urine sed,naric,area,active,hpf,0.031053009
glucose in blood,5787-7,epithelial cell area urine sediment microscopy high power field,epithelial cell,urine sed,naric,area,active,hpf,0.046056338
glucose in blood,46133-5,epithelial cell area urine sediment microscopy low power field,epithelial cell,urine sed,naric,area,active,lpf,0.04759429
glucose in blood,53972-6,burr cell presence urine sediment light microscopy,burr cell,urine sed,prthr,presence,active,,0.04022568
glucose in blood,30089-7,transitional cell area urine sediment microscopy high power field,transitional cell,urine sed,naric,area,active,hpf,0.045276165
glucose in blood,46136-8,transitional cell area urine sediment microscopy low power field,transitional cell,urine sed,naric,area,active,lpf,0.05048202
glucose in blood,58456-5,bladder cell presence urine sediment light microscopy,bladder cell,urine sed,prthr,presence,active,,0.037659258
glucose in blood,107170-3,tubular cell volume urine sediment,tubular cell,urine sed,number concentration,volume,active,µl,0.059026305
glucose in blood,11276-3,tubular cell presence urine sediment light microscopy,tubular cell,urine sed,prthr,presence,active,,0.048312016
glucose in blood,53294-5,epithelial cell non squamous area urine sediment automated count,epithelial cell non squamous,urine sed,naric,area,active,,0.027598983
glucose in blood,41284-1,epithelial cell non squamous area urine sediment microscopy high power field,epithelial cell non squamous,urine sed,naric,area,active,hpf,0.042960435
glucose in blood,53132-7,epithelial cell non squamous area urine sediment microscopy low power field,epithelial cell non squamous,urine sed,naric,area,active,lpf,0.039796315
glucose in blood,53978-3,epithelial cell non squamous presence urine sediment light microscopy,epithelial cell non squamous,urine sed,prthr,presence,active,,0.03431062
glucose in blood,26052-1,epithelial cell renal area urine sediment microscopy high power field,epithelial cell renal,urine sed,naric,area,active,hpf,0.047460742
glucose in blood,45391-0,epithelial cell renal area urine sediment microscopy low power field,epithelial cell renal,urine sed,naric,area,active,lpf,0.04839389
glucose in blood,99875-7,deep transitional cell presence urine sediment computer assisted method,transitional cell deep,urine sed,prthr,presence,active,,0.021826057
glucose in blood,99872-4,superficial transitional cell presence urine sediment computer assisted method,transitional cell superficial,urine sed,prthr,presence,active,,0.023916649
glucose in blood,11278-9,bladder cell area urine sediment microscopy high power field,bladder cell,urine sed,naric,area,active,hpf,0.05142284
glucose in blood,99877-3,deep transitional cell volume urine sediment computer assisted method,transitional cell deep,urine sed,number concentration,volume,active,p ul,0.04165149
glucose in blood,99874-0,superficial transitional cell volume urine sediment computer assisted method,transitional cell superficial,urine sed,number concentration,volume,active,p ul,0.045010548
glucose in blood,87830-6,epithelial cell presence urine,epithelial cell,urine,prthr,presence,active,,0.034674656
